instance_id,region,av_zone,instance_type,generation,modifiers,size,n_timestep,rmse,mape,smape_std,smape_cv,smape,direction_accuracy
30167,us-east-1,a,c7i.16xlarge,7,['i'],16xlarge,8,0.08293847155643626,2.290498956641726,0.2112113890059868,0.09112804943017182,2.3177428939465075,0.0
30167,us-east-1,a,c7i.16xlarge,7,['i'],16xlarge,12,0.11353420661445039,3.137268743381607,0.28839218583520326,0.09045761377303145,3.1881471753037,0.0
30223,us-east-1,c,c6id.xlarge,6,"['i', 'd']",xlarge,0,0.0041413673999844015,5.389514932479417,1.8596426848402876,0.35653381543710266,5.215894269553104,0.4444444444444444
30223,us-east-1,c,c6id.xlarge,6,"['i', 'd']",xlarge,4,0.009996774653169265,14.995392780784002,3.123151283772657,0.22560472459461473,13.843465775748243,0.2222222222222222
30223,us-east-1,c,c6id.xlarge,6,"['i', 'd']",xlarge,8,0.017672542195622434,30.76098435400289,3.722423400796952,0.14048821786511617,26.49633867781624,0.2222222222222222
30223,us-east-1,c,c6id.xlarge,6,"['i', 'd']",xlarge,12,0.025572010197222654,52.12477614500657,4.4677568748745236,0.10872513156245792,41.092218612841954,0.1111111111111111
30306,us-east-1,d,c7g.medium,7,['g'],medium,0,0.004671586824494855,84.17412011516284,25.36517438169747,0.46701189598387366,54.31376502360735,0.2222222222222222
30306,us-east-1,d,c7g.medium,7,['g'],medium,4,0.011292809048595686,1203.5403247869701,28.68559753570392,0.16055171825819384,178.6688915379449,0.2222222222222222
30306,us-east-1,d,c7g.medium,7,['g'],medium,8,0.019019400895172792,237.34595230283276,0.0,0.0,200.0,0.1111111111111111
30306,us-east-1,d,c7g.medium,7,['g'],medium,12,0.02727078665063129,163.9157331815683,0.0,0.0,200.0,0.2222222222222222
30346,us-east-1,d,c6id.4xlarge,6,"['i', 'd']",4xlarge,0,0.0018974456346768005,0.19493767855737643,0.0805855618798884,0.413047779836598,0.19509985482010847,0.7777777777777777
30346,us-east-1,d,c6id.4xlarge,6,"['i', 'd']",4xlarge,4,0.0038589649888792674,0.39602106158854267,0.10302958535582026,0.2595523351293298,0.396951101613024,0.6666666666666666
30346,us-east-1,d,c6id.4xlarge,6,"['i', 'd']",4xlarge,8,0.006428614611523189,0.6870003949702612,0.13646441993977076,0.19788321297622719,0.6896210036581779,0.6666666666666666
30346,us-east-1,d,c6id.4xlarge,6,"['i', 'd']",4xlarge,12,0.009416041849023851,1.0185480460118717,0.17468842697517484,0.1705704222020998,1.0241425489830578,0.6666666666666666
30375,us-east-1,c,c7gn.4xlarge,7,"['g', 'n']",4xlarge,0,0.0031872701764811486,0.8260150175725873,0.32432360303603697,0.3955896199058654,0.8198486176487975,0.5555555555555555
30375,us-east-1,c,c7gn.4xlarge,7,"['g', 'n']",4xlarge,4,0.007252551524789702,2.250311369528728,0.556026422717181,0.25076225537758245,2.2173449583947566,0.4444444444444444
30375,us-east-1,c,c7gn.4xlarge,7,"['g', 'n']",4xlarge,8,0.011839931444333297,3.6138817731370962,0.49734468019590733,0.1411561782447516,3.5233645907695106,0.4444444444444444
30375,us-east-1,c,c7gn.4xlarge,7,"['g', 'n']",4xlarge,12,0.018026247272887465,5.581920868998981,0.5721380832894282,0.10665263007956162,5.364500461569675,0.5555555555555555
30376,us-east-1,d,c6id.24xlarge,6,"['i', 'd']",24xlarge,0,0.04026509746564479,0.6950747559763578,0.255817862032597,0.36656376508626115,0.6978809320457438,0.4444444444444444
30376,us-east-1,d,c6id.24xlarge,6,"['i', 'd']",24xlarge,4,0.06948536252690896,1.2742411728410712,0.11489878140726144,0.08958309212854594,1.2825945016766012,0.0
30376,us-east-1,d,c6id.24xlarge,6,"['i', 'd']",24xlarge,8,0.10169266192434995,1.8353036293598475,0.25607782030392207,0.13819100573148216,1.853071543610478,0.0
30376,us-east-1,d,c6id.24xlarge,6,"['i', 'd']",24xlarge,12,0.14741260309434895,2.6675279618836663,0.2570443418783908,0.09503306648933553,2.7047884633632857,0.0
30423,us-east-1,b,c7i.8xlarge,7,['i'],8xlarge,0,0.00351809896248336,0.6143530113428326,0.21648051720985895,0.35112644442993285,0.6165315106394886,0.5555555555555555
30423,us-east-1,b,c7i.8xlarge,7,['i'],8xlarge,4,0.005962920014631889,0.8697824352768609,0.2720872099569755,0.3109559527792975,0.875002416017714,0.3333333333333333
30423,us-east-1,b,c7i.8xlarge,7,['i'],8xlarge,8,0.00957719449595067,1.6308729040059748,0.38119380606300096,0.23443620421101827,1.6260022949351491,0.4444444444444444
30423,us-east-1,b,c7i.8xlarge,7,['i'],8xlarge,12,0.01195675208798538,1.9621853404259133,0.5134961939069407,0.26439237551779415,1.9421747427522975,0.2222222222222222
30450,us-east-1,a,c5d.4xlarge,5,['d'],4xlarge,0,0.0031718222303893403,0.7272667983999778,0.3085769048990555,0.4263655942067002,0.7237378181820616,0.2222222222222222
30450,us-east-1,a,c5d.4xlarge,5,['d'],4xlarge,4,0.008581400112262098,2.0391406420542624,0.5006612690507549,0.24872141054834024,2.0129399714603537,0.2222222222222222
30450,us-east-1,a,c5d.4xlarge,5,['d'],4xlarge,8,0.012338812377417985,3.078293528382846,0.25034922025454337,0.08280903885056409,3.023211278980302,0.6666666666666666
30450,us-east-1,a,c5d.4xlarge,5,['d'],4xlarge,12,0.016652050447433817,4.318775827683783,0.4453181090728558,0.10561028987652549,4.216616672423686,0.4444444444444444
30498,us-east-1,d,c7i.xlarge,7,['i'],xlarge,0,0.004228482352215379,6.821869938733687,2.5875866409817374,0.3943991919970092,6.560831496331665,0.2222222222222222
30498,us-east-1,d,c7i.xlarge,7,['i'],xlarge,4,0.01039141294708222,19.890220229745463,3.6461673706777993,0.20236810961150792,18.017499781351198,0.5555555555555555
30498,us-east-1,d,c7i.xlarge,7,['i'],xlarge,8,0.01757329784557378,39.682568082448185,4.66872826870139,0.14157793963141568,32.97638234357674,0.4444444444444444
30498,us-east-1,d,c7i.xlarge,7,['i'],xlarge,12,0.02539401068830238,70.2623393383544,5.854110437297478,0.11314472765671744,51.74001969458907,0.3333333333333333
30500,us-east-1,b,c7i.large,7,['i'],large,0,0.00402831315982099,3.5615897270566985,1.3659659948441465,0.391451249975191,3.4894919736000776,0.4444444444444444
30500,us-east-1,b,c7i.large,7,['i'],large,4,0.009626124212923899,9.51926471972619,1.7556699428321032,0.1935898758207763,9.069017351183623,0.5555555555555555
30500,us-east-1,b,c7i.large,7,['i'],large,8,0.016251539136188264,17.465150469122232,2.102332456555747,0.13110408603142887,16.035598280680333,0.6666666666666666
30500,us-east-1,b,c7i.large,7,['i'],large,12,0.023342830548813046,27.439725399784106,2.389482761419469,0.0991983735241915,24.0879227806769,0.5555555555555555
30535,us-east-1,f,c7gd.12xlarge,7,"['g', 'd']",12xlarge,0,0.005082252567968969,0.8302365212700211,0.39769889490309646,0.4764203510764217,0.8347647072685657,0.6666666666666666
30535,us-east-1,f,c7gd.12xlarge,7,"['g', 'd']",12xlarge,4,0.010019922273942898,1.5458626323424538,0.4787658789976643,0.30607695143839064,1.56420101790655,0.5555555555555555
30535,us-east-1,f,c7gd.12xlarge,7,"['g', 'd']",12xlarge,8,0.01929598810953879,3.1358250574271445,0.7028097087599784,0.21899871362291107,3.20919560271998,0.6666666666666666
30535,us-east-1,f,c7gd.12xlarge,7,"['g', 'd']",12xlarge,12,0.02419215868805615,4.464320990761209,0.6028947277362559,0.13138555634294571,4.588744337791329,0.6666666666666666
30623,us-east-1,a,c5ad.2xlarge,5,"['a', 'd']",2xlarge,0,0.0017544579269892467,0.336331137146548,0.12941972439001903,0.38563588089570316,0.3356008369589995,0.6666666666666666
30623,us-east-1,a,c5ad.2xlarge,5,"['a', 'd']",2xlarge,4,0.003349491262661975,0.6401330082495772,0.16425662003876484,0.2578619239462326,0.6369944717895395,0.6666666666666666
30623,us-east-1,a,c5ad.2xlarge,5,"['a', 'd']",2xlarge,8,0.006192881535539508,1.2443461790982393,0.2117020673018418,0.17164018915278437,1.2334061640621743,0.4444444444444444
30623,us-east-1,a,c5ad.2xlarge,5,"['a', 'd']",2xlarge,12,0.009156806188354294,1.9552385250449784,0.236851338570674,0.12266505859783289,1.9308786159488978,0.6666666666666666
30664,us-east-1,b,c7gd.16xlarge,7,"['g', 'd']",16xlarge,0,0.0053498521545034755,0.41031657228981677,0.18263141784117867,0.443638709292134,0.4116670029371056,0.3333333333333333
30664,us-east-1,b,c7gd.16xlarge,7,"['g', 'd']",16xlarge,4,0.0240908501937714,1.538313577873322,0.4845658802654447,0.3094051572234895,1.5661208902068597,0.3333333333333333
30664,us-east-1,b,c7gd.16xlarge,7,"['g', 'd']",16xlarge,8,0.05377339074819001,3.4539011357083726,0.540045407972544,0.15020872264780089,3.5952999163624164,0.3333333333333333
30664,us-east-1,b,c7gd.16xlarge,7,"['g', 'd']",16xlarge,12,0.06695113800102186,4.217759238910135,0.23672813775772253,0.05333312753252835,4.438669710741038,0.1111111111111111
30665,us-east-1,d,c1.medium,1,[],medium,0,0.0036804517498896855,3.3857871663274977,1.2099178162104935,0.36426420913994195,3.3215391077460232,0.7777777777777777
30665,us-east-1,d,c1.medium,1,[],medium,4,0.009120922113665601,9.346136645530805,1.8529119917320083,0.2079898654555105,8.908664793229315,0.4444444444444444
30665,us-east-1,d,c1.medium,1,[],medium,8,0.015639829264115054,17.534398986724735,2.2728911399387837,0.14129088606846557,16.086608295721245,0.3333333333333333
30665,us-east-1,d,c1.medium,1,[],medium,12,0.022802746823571904,28.130549685257595,2.4637537686762845,0.10011455403649873,24.609346686777176,0.7777777777777777
30691,us-east-1,f,c5.2xlarge,5,[],2xlarge,0,0.0010190641463399578,0.19391832674811038,0.08577633167044259,0.44297012842529937,0.1936390879795127,0.6666666666666666
